### params -i16384 -r32768 -u60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_0_stats                                                                       lpdquadtsx-bst_aravind_cas_0_stats                                                              lpdquadtsx-bst_aravind_tsx_0_stats                                                              
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    2561530     2561530     14          0           14          0           0           1.000000    4751469     4751469     35          0           35          0           0           1.000000    3492435     3492435     9           0           9           0           0           
8       0.999607    9431089     9434795     6735070     5517        6735676     6846        1771        0.999722    17041237    17045970    9363349     5933        9365170     7492        1353        0.999435    13038835    13046212    9327239     9161        9329303     10925       3549        
16      0.999108    17486995    17502607    12513892    21031       12516196    26844       7495        0.999405    32324752    32343983    16998921    20588       17006182    26787       5771        0.998834    24423787    24452303    17382316    30509       17390727    37713       12901       
24      0.998747    26193628    26226482    17745805    47167       17751237    59609       14980       0.999108    49879677    49924182    24597003    49931       24613646    64058       13735       0.998308    37852820    37916963    24561143    75487       24581288    91365       28120       
32      0.998224    33430868    33490347    23748011    79005       23757623    101837      27035       0.998825    65534594    65611659    30551082    84919       30580794    109366      22906       0.997935    49545455    49647963    28679228    107625      28715725    134919      38717       
40      0.997923    42912707    43002044    26002794    151084      26017446    186050      39719       0.998577    76823692    76933174    36253285    102373      36296800    138438      29902       0.997407    58602662    58755019    35473732    149822      35527814    191178      56919       
48      0.997434    47886270    48009451    30131716    201578      30151169    248383      56923       0.998287    87910047    88060933    42644515    137948      42703993    186340      43016       0.996904    68099490    68310989    41374621    214350      41450280    271576      78614       
56      0.996946    54844774    55012759    36568061    264815      36594795    330289      75777       0.998046    99664463    99859595    45928945    255750      46008190    321308      50329       0.996278    74782398    75061808    49168833    270476      49264645    347311      106763      
64      0.996599    57091811    57286654    38357789    357785      38388709    434284      87424       0.997765    110104357   110350961   53679838    236762      53780813    317199      65192       0.995817    79620989    79955444    51514018    393719      51630982    485289      125921      
72      0.996106    60860880    61098828    40847910    497745      40890892    588197      104514      0.997494    121057626   121361752   59098137    391622      59221981    493417      78487       0.995317    89741115    90163321    57852494    537428      58003151    653970      155007      
80      0.995993    62638563    62890549    43657012    434694      43699007    532848      111837      0.997217    125262269   125611884   63597074    356663      63738904    471552      92896       0.994874    93985117    94469376    62128394    587242      62299431    719910      180554      
88      0.995401    71578807    71909555    50240706    606600      50295715    733569      148770      0.997031    132764634   133159964   67100111    483576      67262575    615228      101214      0.994458    93603687    94125369    62652919    613844      62836146    754555      197744      
96      0.995866    59718790    59966717    41299684    376505      41341931    469909      112276      0.996873    131545583   131958200   66316561    534999      66486329    671235      106613      0.994373    100508522   101077250   68014798    639916      68214792    795750      212900      
