### params -i16384 -r32768 -u40 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_0_stats                                                                       lpdquadtsx-bst_aravind_cas_0_stats                                                              lpdquadtsx-bst_aravind_tsx_0_stats                                                              
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    1821454     1821454     15          0           15          0           0           1.000000    3249657     3249657     15          0           15          0           0           1.000000    2514848     2514848     16          0           16          0           0           
8       0.999591    6841648     6844449     5529266     4348        5529590     5107        1718        0.999776    13331741    13334722    8082722     4357        8083796     5311        953         0.999479    9835319     9840444     8015795     7025        8017031     8097        2817        
16      0.999230    14301368    14312386    11125532    18466       11126917    21987       6112        0.999511    25609161    25621680    14772690    17166       14777082    20865       4428        0.998954    18969013    18988883    14804652    25845       14809832    30285       10250       
24      0.998801    20988922    21014128    16034801    41576       16037911    50037       13635       0.999260    35994510    36021171    21004160    34135       21013650    42487       8819        0.998501    28730967    28774110    21076155    59180       21088068    68858       21552       
32      0.998405    26877703    26920647    21037970    70968       21043219    86239       22424       0.999003    51676812    51728393    27462623    74949       27480648    90037       18468       0.997863    36837751    36916646    28230175    100719      28250934    118167      40688       
40      0.997927    32525595    32593174    25578157    104438      25586377    126588      37209       0.998800    57615212    57684444    32840553    78226       32864922    99524       23565       0.997562    43827164    43934261    33202038    127547      33232448    152296      51938       
48      0.997627    37169381    37257783    27179881    187560      27193604    216449      45790       0.998560    66686992    66783181    37534921    110371      37570138    139486      31857       0.997322    52643822    52785190    37762183    180566      37806517    215515      62085       
56      0.997311    41881866    41994805    31447911    246942      31462915    286214      58663       0.998328    73805578    73929217    41897219    155613      41943658    194505      38308       0.996916    59615022    59799439    43123106    244608      43181577    290375      80179       
64      0.996962    45565623    45704454    35667417    248684      35685733    296520      72679       0.998101    85406538    85569020    47939624    228142      47999850    278157      52241       0.996367    67723383    67970307    50571341    312284      50649508    374528      106513      
72      0.996525    50771374    50948450    39896332    320383      39919847    378060      95884       0.997876    96378753    96583896    54323766    302783      54401547    367098      63047       0.995871    70219629    70510793    52872751    425345      52963960    497650      127650      
80      0.996395    50211929    50393617    39309159    423593      39333068    484992      96380       0.997674    99081613    99312600    56735521    365726      56821549    437644      73041       0.995479    78247544    78602880    60164127    488279      60273855    577472      156415      
88      0.995985    53520015    53735770    42424259    464612      42453416    536811      114399      0.997523    99791424    100039266   57669193    383298      57764185    460242      75906       0.995060    82940040    83351809    64178866    547584      64306639    650382      181198      
96      0.995647    52379581    52608559    41423029    466355      41465076    537600      115686      0.997347    106981385   107266004   61979325    428771      62086874    516608      89233       0.995161    75925461    76294689    58609450    517702      58726329    609096      160955      
