### params -i512 -r1024 -u40 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999952    22373416    22374481    0           0           1065        0           0           1.000000    21369687    21369697    60          10          60          10          10          1.000000    17676079    17676079    33          0           33          0           0           0.999905    14074030    14075374    2           0           1346        0           0           1.000000    17707365    17707365    53          0           0           0           0           
8       0.983174    40743572    41440858    20322197    1117628     20355958    1121812     659341      0.991152    35198567    35512795    26557467    321878      26625900    428796      138877      0.938386    21397520    22802478    15789846    688676      16597381    996315      289784      0.746390    9907586     13273999    12586350    5673184     12629153    5679441     3317353     0.996984    69786642    69997734    3054365     8657        27576       8767        4884        
16      0.966959    71108210    73538004    38170513    3776491     38229383    3784703     2362712     0.979204    65769231    67166010    50046627    1600071     50290026    2031723     721728      0.869432    33813807    38891820    27159396    2538817     29990476    3550010     1235740     0.485423    8005047     16490857    16160578    11286338    16197157    11295697    8439872     0.945232    51922143    54930609    21282890    135115      904613      138487      48969       
24      0.951406    94830366    99673971    53136137    7505264     53241573    7522473     4720960     0.970737    101691246   104756748   71187202    3634675     71767059    4544483     1575837     0.802337    44854369    55904632    37075284    5085652     43510168    7127215     2573816     0.287943    4884397     16963051    16820086    14168333    16848609    14179488    12038976    0.920713    39659729    43075035    24786058    182685      1092438     186684      69236       
32      0.939939    118016250   125557280   67319224    11839365    67514161    11872656    7312802     0.959774    120068426   125100672   90258836    5647383     91158443    7148768     2631254     0.743652    52222045    70223723    45881895    7561544     56662712    10796680    3985725     0.214659    3939352     18351677    18205919    16176192    18238956    16193101    14362379    0.890985    46119483    51762360    36055101    396534      2460185     403660      182178      
40      0.928415    127793527   137646972   75569675    15180684    75864883    15240212    9498709     0.951122    134234070   141132337   104629433   7374392     105898823   9447779     3555490     0.706240    56550321    80072434    50888300    8769079     65675667    12803643    4700182     0.161865    3247465     20062812    19937899    18334834    19969837    18356484    16761759    0.884855    36450497    41193769    30831510    321156      2212816     326308      154283      
48      0.917638    137062450   149364477   83662042    18618772    84061083    18702016    11819742    0.942999    148368964   157337267   118940620   9125851     120686696   11739206    4608872     0.683623    60437314    88407348    54128896    9804324     72144396    14503122    5255736     0.140103    2895611     20667744    20520858    19093661    20559486    19124232    17702934    0.871010    42741818    49071586    37539971    467198      3049108     474304      228828      
56      0.914117    143646594   157142385   87955361    20730266    88513818    20847591    12820009    0.934288    159088951   170278237   131487403   11076221    133670576   14436256    5646078     0.637870    61336211    96157918    57883833    11294286    80783406    16900417    6316003     0.104327    2175203     20849815    20768434    19698591    20805054    19732240    18604343    0.871511    42518367    48786962    36683794    461385      2912962     471368      205531      
64      0.907853    146725062   161617646   90528122    22694154    91169248    22837060    14108552    0.932034    172429915   185003901   140221992   12211111    142943214   15925757    6138118     0.581098    58945512    101438113   57513054    11444679    87128716    17878445    6443173     0.095004    1961821     20649828    20523179    19562850    20564669    19604642    18604725    0.870637    42440684    48746703    36398777    454693      2841839     465257      190871      
72      0.893290    145130320   162467113   92848039    25648114    93505211    25802289    16525446    0.928233    179509658   193388566   145443791   13252276    148594427   17365552    6614996     0.576293    60396546    104801875   57971918    11402259    89335415    18107503    6336588     0.078471    1580846     20145568    20032765    19254049    20075491    19300498    18475547    0.868044    44810783    51622730    38366550    512084      3027314     524446      208500      
80      0.882922    145805119   165139348   96837033    28584100    97465938    28746167    18543257    0.922017    178929367   194063030   150326764   14328334    153641213   18914688    7232860     0.534235    52203409    97716261    52289690    10206791    84786989    17476246    5746098     0.070761    1358921     19204362    19093698    18411623    19141519    18465022    17744221    0.865643    41682481    48152054    35966168    490949      2785956     501789      188594      
88      0.877899    129746208   147791726   86977100    26701707    87593706    26865069    17265550    0.913923    191156656   209160555   163075636   16634105    167109777   22040042    8563821     0.528344    53763697    101758971   54294117    10375508    88862625    17956670    5845604     0.063881    1366574     21392424    21260342    20579144    21318605    20643067    19903664    0.863808    41868357    48469501    35999776    507647      2770544     518890      188578      
96      0.873602    124191862   142160666   84027010    26637695    84676136    26815314    17142059    0.913800    188916388   206737031   161345686   16418541    165470144   21725145    8389581     0.464252    37363533    80481130    38004773    6425833     70704007    13136693    3707503     0.057824    1215454     21019869    20876911    20259729    20946619    20334157    19660279    0.859175    42747825    49754525    37009848    554469      2922971     566947      202440      
