### params -i16384 -r32768 -u40 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-sl_herlihy_0_stats                                                                   lpdquadtsx-sl_fraser_cas_0_stats                                                                lpdquadtsx-sl_fraser_tsx_0_stats                                                                lpdquadtsx-sl_pugh_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999322    2742153     2744013     1           0           1861        0           0           1.000000    3774684     3774684     7           0           7           0           0           1.000000    2416776     2416776     1           0           1           0           0           0.999983    4378934     4379009     6           0           81          0           0           
8       0.990069    12229436    12352109    5951893     1163585     5962469     1168062     107620      0.998023    16893388    16926854    9217702     50131       9227175     56550       17574       0.997548    11346330    11374224    5071769     32952       5081692     39279       11644       0.977398    18484483    18911936    6178571     1739803     6181158     1740509     424160      
16      0.982896    22093396    22477863    10926415    2309828     10951216    2320268     349226      0.995637    29611569    29741317    16278014    179296      16313679    202827      70552       0.994436    21514244    21634613    9226262     143516      9263162     167342      59643       0.974717    34184989    35071703    11634104    3299951     11641195    3301477     878097      
24      0.978566    31090131    31771105    15334588    3400359     15382773    3417950     615198      0.993412    43490243    43778647    23610078    392090      23687127    442285      161160      0.991845    30050796    30297860    13247515    269662      13326701    319516      118024      0.972317    48654937    50040207    16718483    4712564     16732535    4715685     1368097     
32      0.973571    40295649    41389535    20120012    4641589     20191467    4665949     998071      0.991930    53914906    54353532    29288921    566310      29414835    645670      233352      0.989984    36450569    36819336    16266421    374153      16395268    450877      163196      0.967564    63164068    65281521    22126648    6627846     22154194    6635184     2082569     
40      0.968806    44785473    46227499    22384020    6116627     22493846    6156925     1291902     0.989818    64283367    64944627    34101481    823521      34284241    930378      371643      0.987564    43473052    44020496    19315271    530862      19505201    640108      248268      0.963143    71997576    74752733    25431342    8014153     25483724    8030744     2686184     
48      0.964465    49497621    51321303    25099307    6986128     25226278    7032966     1649873     0.988255    74088019    74968485    40756615    1030532     41024175    1186437     457001      0.985849    47696463    48381085    21375623    633703      21624989    769426      299533      0.960555    77905211    81104362    27772629    8850530     27843480    8873158     3105672     
56      0.959554    53533622    55790090    27002185    8467114     27184157    8536885     2004725     0.987415    75701369    76666203    41202527    1106934     41503625    1268881     501789      0.984134    51169511    51994455    23066548    731533      23370507    895517      357001      0.957394    86278595    90118136    31333944    10283647    31421343    10312782    3723007     
64      0.959396    52972076    55213965    25471444    8010922     25640911    8074977     2008367     0.985654    84098833    85322910    46603712    1340584     46995012    1556180     617181      0.982144    59233998    60310904    27349976    911887      27778673    1139210     420886      0.954487    91016703    95356709    33399023    11147378    33505292    11182958    4198157     
72      0.952865    59605861    62554386    30109262    9835432     30320746    9917006     2655467     0.984664    89614572    91010325    50149612    1470720     50627106    1732993     655986      0.981016    59840457    60998431    27300311    964637      27756141    1198575     468206      0.952825    83846899    87998185    30651095    10329232    30784187    10375575    3971851     
80      0.949485    59846597    63030600    30135463    10271551    30360725    10361059    2869233     0.984084    85711398    87097658    47762579    1436831     48230362    1690068     665240      0.979858    60656927    61903775    27956647    1006868     28454757    1266194     489412      0.951496    89456560    94016771    33118067    11125097    33255088    11174029    4374258     
88      0.944278    66135498    70038187    33775078    12061084    34047695    12171487    3519669     0.982618    99180294    100934698   55662840    1748480     56287294    2072496     805934      0.977952    66084686    67574584    30709985    1156807     31327099    1467384     562207      0.948805    106678401   112434435   40137706    13710564    40295848    13765742    5542714     
96      0.942595    63871115    67760907    32215761    11860631    32496380    11982075    3487729     0.982673    94167041    95827461    52718080    1666190     53303757    1973354     767579      0.978177    62822597    64224161    29074910    1090561     29651913    1384794     530328      0.947623    103448565   109166336   39030204    13395967    39212221    13461215    5470506     
