### params -i8192 -r16384 -u10 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999921    5057047     5057446     29          0           428         0           0           0.999958    4584030     4584221     211         191         211         191         191         1.000000    5294575     5294575     60          0           60          0           0           0.999793    3786539     3787324     442         0           1227        0           0           1.000000    4543337     4543337     20          0           0           0           0           
8       0.996862    20431597    20495907    12047857    117465      12057732    119083      52817       0.999418    17038551    17048480    15656529    18895       15657536    20697       7120        0.945868    11962119    12646711    11281974    547159      11608478    620957      284290      0.988283    12704469    12855087    12661697    346073      12684133    347720      126535      0.999999    30803517    30803542    34907       0           1           0           0           
16      0.994759    38968047    39173354    22965716    381281      22993264    385396      173644      0.998692    33536076    33580000    30414724    102272      30418682    109674      32564       0.878233    19604273    22322396    19570119    2335683     20718733    2608839     1296353     0.977274    22783906    23313733    23111669    1149282     23166083    1152261     472434      0.997124    43671990    43797958    37151037    1964        54719       1973        906         
24      0.993174    56149539    56535454    33216151    717801      33286484    726434      306949      0.998124    46544717    46632181    42469771    188166      42478305    203607      63489       0.823543    26052719    31634942    26864599    4542634     29355218    5121057     2513181     0.968164    32844833    33924882    33591838    2243268     33691135    2250280     973740      0.994521    58741764    59065394    53112609    7260        178829      7355        3319        
32      0.991541    72447608    73065700    42912496    1237549     43007329    1248869     511939      0.997733    60301542    60438553    54627935    321313      54643120    346100      97039       0.767013    29306492    38208613    31779992    6619394     35782055    7500697     4018755     0.961009    41936189    43637685    43140904    3568568     43315849    3583248     1511871     0.992740    70890065    71408500    66115616    12639       317492      12790       6200        
40      0.990534    84125880    84929853    49841918    1695749     50005216    1716311     620113      0.997213    70321341    70517913    64575800    390160      64598128    424420      139984      0.745163    31360025    42084770    34299722    7581691     39333850    8642532     4629776     0.955199    44287853    46365057    45619196    4513839     45893160    4561670     1755409     0.992115    81384086    82030906    76142172    17722       409730      17912       8891        
48      0.988455    96436180    97562586    57934161    2466416     58105008    2487257     934718      0.996588    81346390    81624892    75325373    530512      75357198    578579      198610      0.710355    33153004    46671040    37598207    8903194     44086578    10279410    5653449     0.948279    50994101    53775438    52930357    6499582     53318669    6580079     2312528     0.989515    95586378    96599208    90817878    26553       660093      26856       13415       
56      0.988237    101114763   102318348   60337529    2840287     60643638    2877434     860329      0.996720    87816122    88105116    80973443    578569      81012800    633574      194632      0.681372    33847472    49675433    38821011    9674907     46907867    11280413    6135599     0.937857    50703606    54063258    52807862    7649135     53224676    7836724     2755249     0.986539    103980073   105398841   98666076    34805       843449      35980       16309       
64      0.986177    109171193   110701463   65931064    3690098     66179106    3721040     1251286     0.996230    93604504    93958759    87021372    671603      87069567    738517      239146      0.641932    33330716    51922526    39384101    10136211    49473763    12064440    6573919     0.928287    57836286    62304291    61085977    9703874     61547094    9930005     3780757     0.983785    111013396   112843111   105584819   42594       1030254     44710       19074       
72      0.985357    107657107   109256974   64921324    4029397     65228665    4067849     1254074     0.995830    100946376   101369055   93856138    793783      93915385    869075      288140      0.617773    34372599    55639538    40119208    10017321    52912975    12259158    6231335     0.920167    56225049    61103110    59786429    10363335    60241064    10653308    4133453     0.979934    119729522   122181213   114620668   55649       1316613     59446       24377       
80      0.984633    115701412   117507119   69971869    4864689     70340321    4911962     1389982     0.995494    105000043   105475296   98269838    883408      98337436    973002      318061      0.599292    34035992    56793681    40868250    10906102    54191620    13394560    6945861     0.910199    58868373    64676369    63371471    12065142    63834422    12384627    5025560     0.976182    128503083   131638412   124172823   74455       1692056     80847       32813       
88      0.983676    124229242   126290815   75171333    5797266     75610722    5851214     1568236     0.995199    113590850   114138859   106519937   999705      106601706   1102000     363945      0.572680    34130181    59597289    41254869    10974719    56990598    13789610    6916488     0.903871    61477584    68015850    65816769    13111185    66327520    13517306    5621394     0.972815    133931735   137674390   129902249   89568       1967863     98530       38899       
96      0.982958    109055486   110946188   66046251    5486407     66479223    5545803     1398334     0.995239    108691668   109211667   101693379   1071076     101773461   1168139     342854      0.552522    33458050    60555199    40972374    11397085    57888188    14387986    7190434     0.901323    47578291    52787178    50950569    10202041    51374133    10554636    4432728     0.969021    140188255   144669913   136571557   111664      2351989     125623      48600       
