### params -i512 -r1024 -u10 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999917    7481628     7482252     0           0           624         0           0           0.999999    7095472     7095481     22          9           22          9           9           1.000000    6339239     6339239     11          0           11          0           0           0.999907    5078472     5078942     0           0           470         0           0           1.000000    6098074     6098074     20          0           0           0           0           
8       0.971752    17350117    17854463    10654232    727663      10672636    729662      483943      0.992000    17346028    17485918    16207228    207709      16225391    234269      95167       0.956915    11130891    11632053    10335151    504759      10547127    571339      222606      0.749242    4882397     6516445     6467238     2487464     6487279     2489732     1611739     0.996215    22305553    22390303    1174920     1713        7719        1730        762         
16      0.952090    32623255    34264898    20361454    2464816     20404792    2471041     1592080     0.979718    33565715    34260599    31674120    1193160     31743482    1309213     509469      0.899364    18477662    20545258    18196211    2020715     18979456    2267321     1037745     0.583358    5380319     9223021     9159595     5221373     9187974     5226225     3809471     0.940117    14722266    15660030    6800115     34780       266257      35120       11399       
24      0.926409    43745076    47220056    29104245    4989264     29162763    4998917     3406809     0.969917    49236230    50763357    45870749    2800786     46021214    3052236     1125212     0.850308    23992967    28216808    24187009    3921471     25885899    4408144     2038278     0.469159    5053583     10771577    10683288    7220601     10719256    7230803     5671824     0.920152    10860202    11802622    7368556     43965       293587      44307       15564       
32      0.919793    54684594    59453132    36334224    7128750     36468288    7157513     4605711     0.957075    61422075    64176888    59133908    4372561     59394434    4799765     2067083     0.804147    28106317    34951698    29451034    5791336     32328817    6555072     3203862     0.391485    4513122     11528212    11470556    8406868     11502713    8418479     6971322     0.891669    11976411    13431459    9869142     93352       625271      93980       42316       
40      0.906167    61850464    68255073    42103521    9402990     42306197    9447783     6157140     0.947099    71358835    75344671    69855270    6073030     70236588    6726619     2950929     0.761184    28996217    38093579    32150726    6643364     36103812    7702818     4084822     0.325227    3940432     12115962    12072020    9423581     12101673    9435874     8133584     0.879985    13144573    14937263    11599905    123742      833599      124473      60844       
48      0.880341    65639640    74561630    47333272    12527294    47531221    12574212    8677123     0.945797    77808443    82267610    75404941    6860124     75916482    7586361     3221389     0.740192    31073189    41979896    34901703    7852981     39740215    9124652     4796524     0.290931    3693116     12694128    12643246    10229450    12677720    10247055    8948933     0.871857    13954658    16005676    12745861    141191      983411      141922      70436       
56      0.878277    69240507    78836714    50046995    13631854    50315576    13698763    9260717     0.935277    85842603    91783065    85176543    8597914     85842586    9596156     4276177     0.713711    32209215    45129240    36450200    8468892     42757786    9964693     5116638     0.251072    3258542     12978491    12925708    10813751    12961258    10833539    9664611     0.870543    12342061    14177426    11105317    133204      830742      134208      58265       
64      0.864684    71758326    82987948    53150345    15697227    53447016    15774737    10855441    0.935276    88361785    94476737    87177181    9037435     87956291    10113206    4260071     0.689009    33287211    48311732    38423952    9386252     45917549    11166483    5750693     0.207965    2750319     13224933    13148492    11460821    13184768    11485997    10413162    0.865716    14581831    16843665    12965136    174326      998483      176068      71107       
72      0.842542    65547704    77797540    50735680    16607173    51003652    16678838    11910199    0.921745    94104445    102093826   95336401    10886971    96276866    12251096    5684791     0.629422    31263182    49669704    36665266    9430622     47079255    11712845    5710310     0.184882    2591186     14015375    13950224    12327656    13989257    12355581    11357231    0.860371    12879891    14970151    11534283    161677      877522      163056      62686       
80      0.845420    58708850    69443417    45081449    14840303    45366771    14923395    10366153    0.918354    99924315    108808041   101353002   12103387    102457796   13644090    6238229     0.567147    29851495    52634528    35990652    9206492     50354595    12018085    5607497     0.165869    2157697     13008410    12922451    11645188    12961180    11679085    10778087    0.854138    13125210    15366606    11784824    182318      909988      184041      67496       
88      0.831226    65871856    79246624    52120790    18243005    52433244    18333492    12971827    0.915801    99656267    108818738   101315259   12456741    102504707   14061522    6368242     0.564819    29541065    52301845    36085053    9409476     50072265    12462328    5720716     0.159000    2195635     13809011    13733982    12388997    13777417    12423767    11535171    0.846632    12367519    14607901    11177949    186426      871359      188027      65572       
96      0.826048    55485005    67169209    44205232    15897510    44504054    15986204    11296688    0.911217    105022274   115254926   107437357   13733803    108832832   15547528    7023452     0.546136    29422898    53874701    36419313    9630390     51692507    12960935    5848064     0.139887    1902287     13598723    13526255    12377131    13570782    12417425    11611615    0.842115    12571352    14928305    11351147    203462      897784      205167      70082       
