### params -i1024 -r2048 -u80 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_0_stats                                                                       lpdquadtsx-bst_aravind_cas_0_stats                                                              lpdquadtsx-bst_aravind_tsx_0_stats                                                              
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    7716229     7716230     44          1           44          1           1           1.000000    12475905    12475905    28          0           28          0           0           1.000000    10086584    10086584    18          0           18          0           0           
8       0.992577    14385688    14493274    8575811     109251      8598281     149741      44626       0.995030    27301093    27437449    10970358    103151      11030401    149763      29701       0.990625    19790347    19977646    11339200    151976      11403022    205730      69723       
16      0.984233    24585089    24978925    15316737    382118      15394577    542844      155270      0.988831    48437439    48984554    20372985    404743      20600460    594701      129682      0.979717    34667140    35384858    20401808    560345      20650402    768026      261443      
24      0.976362    39567900    40525849    20609816    986810      20793941    1394303     366331      0.982817    66391359    67552116    29188143    831049      29660344    1234355     285250      0.969472    53461916    55145412    28664331    1244807     29286976    1742628     563030      
32      0.965292    48677964    50428229    27560466    1763127     27860479    2537229     676150      0.977794    92208017    94302058    36582123    1466013     37462811    2178877     500489      0.960752    73258353    76251067    36989116    2166147     38144289    3006481     997207      
40      0.957623    56530447    59032035    33604250    2392888     34051153    3455364     992209      0.971637    108143952   111300729   45755909    2125580     47058248    3219193     760825      0.949357    82205288    86590486    45710798    3115045     47329247    4375564     1506230     
48      0.949463    65545919    69034745    39950532    3294928     40564374    4798335     1371577     0.966053    121902998   126186696   52330334    2809340     54092844    4306055     1024473     0.941213    94699723    100614513   51295390    4006251     53583802    5748715     1883914     
56      0.942441    70863015    75190923    45644970    3930986     46465542    5645855     1792467     0.960842    133451409   138890029   60611224    3482239     62850862    5404288     1276933     0.929694    103965744   111827959   60338650    5342278     63272449    7651587     2619107     
64      0.933677    69822555    74782346    47281076    4428818     48134622    6610803     1924260     0.954891    145548941   152424671   67091207    4367243     69880705    6820262     1633213     0.922018    115261029   125009561   70086921    6538638     73708925    9332670     3332496     
72      0.925829    77664194    83886135    53722630    5451696     54839615    8112954     2443698     0.950039    152136614   160137239   73312226    4971423     76550913    7826137     1907224     0.915048    113036788   123531047   70135596    6944070     74043071    10060172    3470682     
80      0.919999    79085890    85963038    56185871    5896874     57438980    8857411     2663502     0.947780    151474953   159820857   72677785    5201874     76051315    8166095     2008153     0.903004    126719628   140331264   83169730    8930746     88123144    12899878    4689090     
88      0.915225    77937672    85156816    54266447    6304101     55566203    9393867     2829622     0.941078    163374859   173603882   80597397    6292766     84708475    9901348     2509363     0.897462    127312476   141858306   84044536    9542430     89305597    13787306    5039893     
96      0.915976    78567078    85774136    56217716    6134139     57552494    9191173     2815246     0.936778    177020826   188967651   88504336    7247232     93338972    11445526    2913895     0.902613    113751491   126024590   74187278    8009870     78677025    11578359    4214863     
