### params -i8192 -r16384 -u60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999966    19491698    19492369    859         0           1530        0           0           0.999990    18508544    18508735    315         191         315         191         191         1.000000    19269924    19269924    132         0           132         0           0           0.999866    13514854    13516670    744         0           2560        0           0           1.000000    18098577    18098577    47          0           0           0           0           
8       0.996147    47820075    48005024    21974871    312568      21999052    314857      158479      0.999409    42325051    42350083    25404916    27254       25410382    36403       10417       0.930556    26700151    28692692    16591507    808585      17859546    1224626     308461      0.986902    26159124    26506296    22593780    802420      22651888    805413      286071      0.999996    106287939   106288331   255270      0           17          0           0           
16      0.995200    106054369   106565906   39467761    796479      39591062    800574      384141      0.998654    76582306    76685487    48368360    112471      48388231    148763      47018       0.861912    45583044    52885938    28868552    3215697     33346538    4614456     1426149     0.979759    48974610    49986372    42283156    2360689     42400236    2366051     889320      0.998972    126343745   126473746   45196853    5296        50055       5405        1640        
24      0.993579    137014941   137900345   59615947    1603054     59770490    1610342     723573      0.998025    115447476   115675937   67645129    254874      67689761    334718      103985      0.790078    55745194    70556528    41215953    5942932     50421162    8635201     2913856     0.971825    68802626    70797331    61154477    4665192     61341200    4674087     1799087     0.997349    150808327   151209138   85656285    21166       201740      21609       7692        
32      0.992078    169313303   170665297   75792381    2535753     76053485    2549042     1077601     0.997286    145384606   145780242   90687124    426625      90762279    564655      182451      0.746538    66498681    89076036    48470681    8243659     62941680    12166339    4183676     0.962815    83546830    86773471    75401924    7278774     75909438    7323499     2674402     0.996337    175013512   175656964   108545088   39618       357942      40394       15249       
40      0.990905    201956841   203810546   93926052    3799405     94190013    3816536     1572613     0.996903    164078223   164587885   100621860   520942      100730744   695410      226310      0.695459    69266157    99597777    52528816    9697384     72924446    14577418    5055956     0.953401    94217586    98822655    87553011    10203195    88117790    10269977    3973508     0.995317    198096657   199028792   128370063   61020       538747      62124       23491       
48      0.989857    212184179   214358409   92835631    4125828     93722625    4181873     1231191     0.996521    184731649   185376628   114089223   639866      114238991   864445      270632      0.638556    71310232    111674161   61383592    11586485    88973391    18146022    6214593     0.945485    102818614   108746968   96262060    12991704    97052827    13113150    5016141     0.994020    216910601   218215654   147877560   85521       777326      87220       33981       
56      0.988734    245331078   248126546   116983528   6337582     117544749   6379887     2191942     0.995859    205807821   206663570   129607123   846585      129803515   1114868     391074      0.598952    66661236    111296467   54884684    10483542    87364956    16976763    5661738     0.939615    104483283   111198004   100228757   15341271    101017811   15487386    5779552     0.990729    227627191   229757251   153193436   100249      948804      106486      38676       
64      0.987981    253678643   256764625   121006417   7339752     121791317   7403260     2237574     0.995292    222712534   223765992   146487897   1014884     146728963   1373867     453409      0.571632    49175171    86025907    41149519    6454395     68695627    12300921    3458102     0.933428    115938331   124207038   111335334   19013030    112521688   19273998    6821385     0.985735    224724925   227977143   159619987   108212      1178398     120555      42291       
72      0.987028    262085861   265530216   126932689   8622404     127740094   8692372     2566982     0.995326    212290094   213286994   135372218   1035047     135626077   1377010     401078      0.505583    30390648    60110099    25215993    2604367     48297560    7784370     1457881     0.923182    114394995   123913807   112816583   21769623    113706747   22019821    8378450     0.980126    229861326   234522307   167563940   118720      1416896     138819      45378       
80      0.986497    228250656   231374957   109326748   8024275     110202115   8115256     2157953     0.994806    226993099   228178309   148531224   1309519     148821281   1713099     491573      0.500068    29325944    58643896    25007544    2449329     47168071    8184143     1422611     0.916147    114337991   124803114   112625514   23332239    113687319   23806150    8929407     0.974734    227710545   233612951   171491889   126876      1652557     154801      48506       
88      0.985657    217843319   221013351   105518621   8432527     106388358   8539078     2193744     0.994561    233058353   234332828   153859821   1389892     154180307   1818674     525207      0.472662    25803792    54592500    22543944    2172162     44034018    8090790     1380006     0.911142    114274262   125418683   113131014   24619954    114320526   25137659    9437204     0.969968    232041833   239226342   176161945   135009      1869713     172789      50913       
96      0.985209    183595456   186351827   89091903    7728989     89899962    7841437     1835864     0.994114    252952482   254450157   169113555   1672110     169493857   2165161     624322      0.456973    25737130    56320943    23243631    2405715     45715513    8951480     1566166     0.919477    35547866    38660958    32193703    6435511     32544051    6661092     2537163     0.964524    234458664   243082192   180711887   146841      2152771     198511      55373       
