### params -i16384 -r32768 -u80 / keep median of reps 3 of dur 1000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_pf2_stats                                                                     lpdquadtsx-bst_aravind_cas_pf2_stats                                                            lpdquadtsx-bst_aravind_tsx_pf2_stats                                                            
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999999    1489217     1489218     0           0           1           0           0           0.999997    2372900     2372906     0           0           6           0           0           0.999997    1849597     1849603     0           0           6           0           0           
8       0.999203    5648193     5652697     3492327     2650        3495058     3302        1121        0.999567    8957297     8961174     4290631     2015        4292951     2551        1021        0.999210    7152278     7157934     4555873     3408        4558939     3938        2060        
16      0.998520    10834562    10850617    6626203     10249       6635637     12344       4526        0.999180    17339229    17353461    7858319     8594        7867669     9682        3794        0.998415    13619264    13640878    8345290     13838       8357429     15321       7992        
24      0.998019    15299893    15330259    9717743     23175       9733124     27687       10473       0.998772    26271577    26303867    11573275    19632       11594210    21634       9353        0.997509    22491625    22547797    11780701    39201       11815173    42108       18793       
32      0.995675    20481178    20570141    11360647    37645       11428073    43803       15379       0.998319    34414653    34472597    14042151    34673       14081562    37961       15245       0.996579    26540254    26631367    15607473    60303       15661780    65171       31938       
40      0.995195    24713968    24833299    14518275    62624       14599784    73533       26913       0.997907    41078394    41164565    15973885    44699       16032630    50727       21398       0.995831    32094068    32228423    19083908    86051       19162560    93229       48525       
48      0.993484    26870762    27046988    15664772    59520       15796585    75455       28478       0.997444    47842287    47964876    18437814    66713       18522164    74045       30907       0.995074    37534682    37720496    18418517    89737       18545815    101638      46615       
56      0.993530    28975217    29163895    17349399    75506       17482964    93206       37413       0.997058    49728860    49875595    19520543    69558       19618206    84936       33694       0.994182    40995929    41235841    21724496    121808      21874281    141041      70894       
64      0.991372    33366340    33656721    19669719    99941       19880418    131158      48465       0.996442    59883282    60097103    25002081    101042      25143465    120954      52525       0.993652    41656901    41923024    22356367    123762      22525168    149429      71655       
72      0.991608    32261831    32534863    19755740    99333       19939672    137887      50546       0.995965    58734595    58972552    23905227    102878      24055032    138762      52268       0.992605    49916444    50288346    28490103    179360      28717020    214576      109769      
80      0.990355    34220511    34553800    21016887    118081      21240650    166300      61307       0.995806    62536040    62799452    27101485    114374      27271298    144961      63012       0.992182    49882207    50275265    29015347    193667      29251515    228104      122453      
88      0.989439    34799819    35171253    21400882    126911      21650513    182449      66265       0.995645    58922639    59180372    25660183    111967      25825934    140597      63352       0.991365    53414537    53879795    31240147    221184      31517404    269583      139602      
96      0.989871    39602558    40007783    24703756    147695      24981585    197651      77440       0.995934    60739458    60987451    26671632    114216      26836563    133808      63470       0.991965    46769494    47148325    27166486    187434      27392110    221048      119593      
