### params -i16384 -r32768 -u80 / keep median of reps 3 of dur 1000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_pf1_stats                                                                     lpdquadtsx-bst_aravind_cas_pf1_stats                                                            lpdquadtsx-bst_aravind_tsx_pf1_stats                                                            
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999993    1540745     1540756     0           0           11          0           0           0.999994    3012802     3012821     0           0           19          0           0           0.999994    2233927     2233940     0           0           13          0           0           
8       0.999212    5730780     5735301     3489753     3068        3492027     4136        1179        0.999529    10607652    10612655    4774413     4280        4776859     5424        1413        0.999198    7596149     7602245     4614022     4556        4616535     5874        2265        
16      0.998689    11622551    11637810    6371196     14101       6377389     18802       4365        0.999146    20875268    20893107    8644348     15662       8652291     20043       5515        0.998430    15145011    15168830    8659675     21186       8669052     26014       9614        
24      0.998030    15583899    15614666    9252329     28586       9263430     38250       10002       0.998735    31625868    31665939    10659374    34072       10679383    43504       10630       0.997462    27760486    27831114    9503857     42191       9549956     52335       14385       
32      0.996474    20857753    20931564    11633184    45870       11674162    63085       15618       0.998311    38376097    38441038    15426457    57458       15456165    74102       18589       0.996622    29442136    29541928    15469268    81435       15515169    100436      34890       
40      0.995033    23620931    23738834    12496641    56705       12569157    81845       20247       0.997904    47255119    47354361    17348830    77754       17394761    102734      28331       0.995804    35221782    35370211    18426978    112869      18495716    141757      50803       
48      0.993809    28306879    28483208    15648426    82050       15757415    118061      31329       0.997328    55445045    55593616    20175766    102242      20248976    139509      38094       0.995059    41861986    42069865    20784165    136910      20888930    178256      61768       
56      0.992785    29682915    29898628    17021804    97062       17150402    146556      37621       0.997017    58515584    58690640    24766116    125710      24842825    172030      52027       0.993814    42317620    42581012    23031742    164027      23155758    222289      81114       
64      0.991149    29553822    29817741    16794452    100413      16960561    158909      39314       0.995758    60994404    61254262    25059938    142919      25191164    212507      59044       0.993118    49154757    49495389    27955119    212814      28112018    290909      105638      
72      0.989880    32731240    33065869    18918746    123940      19130191    197367      49757       0.995286    64190600    64494623    27133006    162729      27285835    246362      67561       0.991549    50862561    51296048    28740778    240931      28952883    341634      120679      
80      0.989315    35084364    35463276    21096065    147903      21324751    236839      61290       0.994911    62243523    62561878    26202506    162577      26364816    250905      67717       0.991157    47966282    48394238    27184476    235905      27390338    336711      121288      
88      0.989810    32957719    33296999    19905767    137634      20107571    216804      58306       0.994657    72651811    73042044    31972621    212328      32164069    319741      91372       0.990172    62299089    62917468    36810508    365498      37096450    510175      187760      
96      0.992145    32654294    32912826    20038615    125742      20184616    184579      53694       0.995856    68101310    68384679    30140905    183617      30268922    260360      78609       0.989402    55867802    56466231    32808618    325328      33094972    468357      169046      
