### params -i65536 -r131072 -u40 / keep median of reps 3 of dur 1000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_pf2_stats                                                                    lpdquadtsx-ht_harris_pf2_stats                                                                  lpdquadtsx-ht_java_pf2_stats                                                                    lpdquadtsx-ht_copy_pf2_stats                                                                    lpdquadtsx-ht_clht_pf2_stats                                                                    
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999695    3257564     3258559     1           0           996         0           0           0.999630    4164568     4166109     0           0           1541        0           0           0.999997    4318138     4318150     0           0           12          0           0           0.999373    4326114     4328828     1242        0           3956        0           0                       
8       0.995955    9671002     9710282     8171030     71648       8178779     72701       30478       0.999725    12530540    12533981    8938796     1407        8940912     2178        554         0.945495    9995238     10571437    6434133     407859      6738249     456317      223625      0.992390    9516793     9589771     8750473     214290      8768716     215696      53329                   
16      0.994392    18408535    18512359    15074939    248422      15092883    250239      84063       0.999646    24218972    24227539    17386510    6553        17390784    8237        2609        0.886545    15790782    17811602    11870437    1292167     12899610    1474534     809280      0.990312    19355613    19544968    17327065    539491      17379476    542941      133494                  
24      0.994004    27573261    27739579    22761053    353834      22800983    357481      122741      0.999101    36906697    36939905    21612875    12161       21638211    16179       3854        0.833545    20477050    24566209    16351288    2483480     18469824    2875472     1578631     0.987666    27892981    28241299    25326465    1052182     25414028    1056000     256937                  
32      0.991777    35058615    35349279    28349438    564219      28471945    570628      161748      0.999216    45354738    45390308    30914097    20744       30937225    25837       7349        0.796898    25131326    31536424    19608407    3806161     23023866    4391108     2404692     0.984107    34917946    35481858    31527470    1591433     31733201    1600824     348790                  
40      0.989872    39711263    40117584    32621308    840217      32815628    850736      201482      0.998984    53319850    53374062    38346561    29523       38380554    36487       13255       0.764133    27293597    35718374    21451209    4709741     26090664    5473945     3021118     0.976609    38757783    39686072    34918184    2382875     35419577    2437996     371775                  
48      0.989463    45564751    46049968    36976393    1115619     37207024    1131581     238624      0.998810    58977812    59048079    42659584    31984       42704516    43638       13681       0.743831    29384366    39504107    23468448    5289871     29205610    6211118     3461332     0.973981    42708159    43849069    39761375    3524889     40159809    3629379     637986                  
56      0.988134    44614229    45149978    36591157    1335620     36866736    1355222     240568      0.997992    62943498    63070125    44952381    34184       45035875    63288       14029       0.699855    29774144    42543327    26210209    6051316     33526599    7291502     4212607     0.971648    46405544    47759625    42905649    4190825     43466850    4315516     668189                  
64      0.987643    39926889    40426450    32620794    1311326     32872319    1337599     221763      0.997934    64900508    65034849    47049637    36605       47139021    66305       15257       0.620178    24972693    40266959    21935303    5308524     32250709    6590028     3697356     0.967801    47435711    49013932    42429403    4487041     43032994    4702950     758721                  
72      0.987095    50696606    51359393    42325295    2020125     42658376    2047769     302062      0.997580    69565422    69734154    51532152    44433       51637625    86626       21066       0.617006    26606881    43122546    24393632    5955008     35128819    7480196     4255290     0.966281    48535509    50229186    45234761    5515231     45706022    5692096     1045551                 
80      0.988155    24056503    24344864    19838419    851205      19978846    871423      127716      0.997197    69847802    70044124    52487238    50312       52595829    111859      26184       0.588501    24193450    41110298    21938667    5283440     33617747    6792973     3728235     0.963974    49305257    51147921    45461278    5916291     46024205    6129372     1066656                 
88      0.986003    39772339    40336945    33252772    1834604     33538945    1876455     236582      0.996745    75241920    75487668    56763545    55391       56901013    135373      28298       0.522918    17929189    34286800    16431319    3848638     28721537    5185999     2730032     0.988319    6784216     6864400     5442783     306233      5469638     311883      47679                   
96      0.992464    10400382    10479353    8460873     187991      8503667     195824      28344       0.996395    80195075    80485239    60801637    61821       60965126    156428      32068       0.450949    11239714    24924553    9712824     1439586     21447504    2427441     962304      0.988774    5482915     5545167     4385953     244675      4405800     249635      37445                   
