### params -i1024 -r2048 -u20 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_0_stats                                                                       lpdquadtsx-bst_aravind_cas_0_stats                                                              lpdquadtsx-bst_aravind_tsx_0_stats                                                              
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    2416786     2416786     8           0           8           0           0           1.000000    3907564     3907564     13          0           13          0           0           1.000000    2926254     2926254     9           0           9           0           0           
8       0.992387    7161080     7216012     6366650     81782       6370615     94372       38377       0.996680    12502621    12544262    8315559     53651       8328394     64975       17482       0.992960    9645490     9713875     8432979     93788       8447762     108382      39008       
16      0.984500    12636191    12835141    11195630    307944      11209581    356877      136066      0.992633    23717648    23893665    15406166    257073      15456415    301426      81415       0.985513    16294563    16534098    14387811    320703      14439638    369996      138415      
24      0.975800    20525118    21034152    17577901    909492      17614954    1036663     344810      0.988732    33239432    33618245    21384551    557774      21489235    656197      175706      0.980238    24611323    25107507    20369558    709858      20491977    813212      270411      
32      0.969540    23971854    24724969    20519568    1247800     20578000    1432619     509864      0.984749    42259362    42913849    27535519    893945      27719781    1070650     293520      0.972580    32312129    33223088    27290771    1232289     27516414    1425040     492565      
40      0.962803    28600697    29705672    25439770    1736251     25529857    2009245     741894      0.981280    50057844    51012824    32605151    1264011     32881852    1526506     415784      0.964313    37828840    39228800    32813144    1760641     33149373    2059634     764738      
48      0.956620    32149642    33607549    28550413    2289596     28669014    2651833     977069      0.977956    59935400    61286405    38321009    1785842     38714841    2143281     599734      0.958937    44140251    46030419    37953148    2368515     38425682    2768080     1018069     
56      0.945133    33783100    35744280    30866370    2675578     31087405    3142318     1273405     0.973914    64380473    66104916    42805565    2108874     43292882    2568673     777327      0.951087    49323141    51859756    43767971    3019322     44360344    3533569     1429995     
64      0.942481    37571421    39864390    35031394    3174030     35237164    3721387     1539842     0.970793    71339727    73486062    48037832    2536475     48651793    3102436     966413      0.943937    54003729    57211145    48339811    3662120     49102660    4332848     1773839     
72      0.935553    40882698    43698982    38108178    3866359     38407154    4576842     1806825     0.967624    75113357    77626580    50692874    2963216     51426848    3654655     1087810     0.939026    60445800    64370724    53744187    4539276     54716127    5371683     2120577     
80      0.931330    41121728    44153775    38471254    4085903     38727235    4842696     2019273     0.964824    77169835    79983360    53184444    3138659     53970477    3878292     1287859     0.932528    61128595    65551486    55319433    4906016     56371709    5826192     2450439     
88      0.926547    39540323    42674938    37489053    4053542     37800443    4814632     2062135     0.961154    84352340    87761478    58574416    3741737     59527897    4637772     1559622     0.924829    66141867    71517909    60240177    5862521     61511932    6960163     3006645     
96      0.925745    40550873    43803482    38198233    4198259     38563231    4975057     2110813     0.958626    86344679    90071332    60001814    4048381     61057302    5025565     1693981     0.920415    68998383    74964416    63033080    6447240     64447091    7658703     3340559     
