### params -i8192 -r16384 -u40 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ll_harris_cas_0                                                                      lpdquadtsx-ll_harris_tsx_0                                                                      lpdquadtsx-ll_lazy_0                                                                            
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    24563       24563       0           0           0           0           0           1.000000    5421        5421        0           0           0           0           0           0.996370    23883       23970       0           0           87          0           0           
8       0.998004    87491       87666       79387       411         79428       416         129         0.987238    25219       25545       25545       470         25545       470         326         0.993194    94417       95064       57947       991         58048       1040        497         
16      0.995845    134936      135499      127118      1368        127254      1372        423         0.985344    44172       44829       44826       1098        44826       1098        657         0.991519    147534      148796      93722       2237        94035       2329        857         
24      0.993779    187533      188707      180247      2690        180450      2700        961         0.979742    57698       58891       58890       1964        58890       1964        1193        0.986514    199480      202207      129573      4875        130043      4999        2133        
32      0.993492    232048      233568      225113      4211        225289      4221        1334        0.981235    72057       73435       71914       3167        71914       3167        1378        0.983721    247034      251122      162557      7609        163058      7761        3435        
40      0.993645    258468      260121      251723      5110        251819      5126        1541        0.974196    84152       86381       86374       4327        86374       4327        2229        0.981707    285390      290708      189466      10440       189708      10621       4895        
48      0.992340    291495      293745      278520      5992        278562      6011        2189        0.971113    93223       95996       95988       5488        95988       5489        2772        0.980135    304232      310398      202810      12759       203112      12949       5674        
56      0.991712    328207      330950      322584      7330        322616      7349        2692        0.967808    105432      108939      108929      6419        108929      6419        3507        0.977685    343539      351380      230476      16166       230872      16360       7251        
64      0.990483    349168      352523      344048      8227        344172      8256        3202        0.963952    112926      117149      117138      7749        117138      7751        4221        0.975927    361906      370833      243988      18890       244426      19100       8279        
72      0.990798    383747      387311      378928      9145        378990      9170        3477        0.964832    115913      120138      120134      7684        120134      7685        4224        0.972522    404793      416230      274896      22685       275450      22922       10646       
80      0.989985    400923      404979      396525      10179       396662      10204       3894        0.961536    118967      123726      123722      8414        123722      8414        4759        0.970754    418360      430964      285118      26408       285623      26688       11819       
88      0.990269    375717      379409      371051      9463        371099      9486        3621        0.956671    134793      140898      140891      10276       140891      10277       6104        0.968396    448228      462856      307187      30689       307649      30969       13886       
96      0.989212    433623      438352      429849      11500       430022      11519       4537        0.953295    141897      148849      148843      11632       148843      11632       6952        0.965103    472860      489958      325950      35476       326506      35784       16234       
