### params -i16384 -r32768 -u40 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-sl_herlihy_0                                                                         lpdquadtsx-sl_fraser_cas_0                                                                      lpdquadtsx-sl_fraser_tsx_0                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999309    2818599     2820549     1           0           1951        0           0           0.999998    3747044     3747050     0           0           6           0           0           0.999998    2504586     2504590     0           0           4           0           0           
8       0.990296    12546181    12669121    6095693     1264790     6103429     1269105     110889      0.997896    16804746    16840177    9071464     51239       9081762     59385       16987       0.997315    11227022    11257252    5018245     34714       5028008     42444       12737       
16      0.983538    22621124    22999742    11063124    2591041     11084558    2601661     346564      0.995143    30476922    30625657    16349508    204583      16389946    234361      78519       0.993921    21098605    21227648    9462871     140619      9503428     170322      58783       
24      0.978809    31896270    32586805    15653949    3852494     15695871    3870454     630653      0.992532    44843135    45180547    24522127    425757      24616784    491144      177368      0.990892    30251539    30529612    13380787    286364      13469632    350760      124832      
32      0.973543    40880841    41991817    19929695    5548248     20019188    5583478     986253      0.990564    55511107    56039885    29940824    633383      30099016    735462      268507      0.988202    38276843    38733837    17275600    434624      17434085    542957      190176      
40      0.967877    47218163    48785279    23927476    6716234     24016422    6752063     1442341     0.988971    65069220    65794906    35323751    821049      35554954    964295      351237      0.986402    43611084    44212280    19364921    540417      19581580    677167      247787      
48      0.963779    50901799    52814809    26072858    7667905     26178443    7711056     1764274     0.986995    73683352    74654230    40364828    1033404     40687768    1227665     453677      0.984438    47776138    48531402    21202630    644768      21480749    819461      302452      
56      0.958391    55662033    58078650    27776343    9062922     27964535    9138393     2152954     0.985308    78693181    79866598    42946988    1189034     43346480    1426876     536083      0.982008    53660207    54643376    24424789    797043      24807150    1029407     368444      
64      0.955762    57030542    59670243    28711334    9480768     28895687    9555768     2380348     0.983906    84137861    85514163    46549611    1341714     47034549    1624918     608160      0.979816    60868223    62122121    28127942    974100      28638388    1271942     445610      
72      0.950739    57772286    60765658    29662573    10277534    29867635    10358454    2707390     0.982697    92323877    93949488    51482131    1527615     52080610    1870694     684053      0.978196    62624836    64020718    28911179    1042424     29482652    1376473     490360      
80      0.946563    66960994    70741186    34319777    12138037    34564819    12241587    3431600     0.981284    100231748   102143409   56396277    1749268     57124588    2152601     780017      0.975748    69969487    71708573    32653160    1255353     33380892    1679361     587346      
88      0.945417    62232046    65824972    30902993    11259350    31149712    11358181    3247376     0.980045    96799294    98770296    54389636    1728997     55151888    2159976     777771      0.975139    67272336    68987440    31397660    1209051     32124263    1624067     573485      
96      0.939043    67171132    71531486    34507880    13010260    34806817    13143293    3928384     0.978624    106200130   108519866   59868424    1982194     60768473    2496767     905114      0.976111    61873216    63387496    28660656    1067502     29297114    1441210     504114      
