### params -i65536 -r131072 -u20 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999843    7548003     7549191     60          0           1248        0           0           0.999785    7138411     7139945     1558        1534        1558        1534        1534        1.000000    7777592     7777592     73          0           73          0           0           0.999477    5268937     5271695     455         0           3213        0           0           1.000000    7809909     7809909     17          0           0           0           0           
8       0.997599    24188491    24246716    13610842    104551      13620381    106296      46941       0.999893    21553027    21555326    17342474    5394        17342667    5820        1680        0.934351    15431747    16516008    13206647    630282      13848983    777524      294683      0.993026    14640535    14743353    14288810    310485      14311609    318070      72434       1.000000    50757327    50757345    69991       0           0           0           0           
16      0.996698    50010623    50176294    27988387    324976      28023810    328271      126953      0.999802    40696481    40704523    33590983    16746       33591737    18340       5694        0.864089    25419538    29417714    23536252    2456800     25711883    2993361     1285984     0.990981    28972192    29235857    28472991    904974      28537565    908411      195654      0.999578    55149192    55172478    42855175    286         7562        297         111         
24      0.995888    72240510    72538802    40577184    579981      40665430    587011      203016      0.999729    60536034    60552434    49054834    37198       49056545    40506       11381       0.815008    34599795    42453306    31364292    4739406     35835731    5764348     2357130     0.988779    42277331    42757123    41533307    1657951     41646792    1663088     361170      0.999412    76460163    76505158    61111370    954         19839       990         402         
32      0.995229    88392126    88815830    49899513    931004      50040668    943381      270172      0.999688    73738189    73761180    62178392    49222       62181414    54631       14560       0.749109    39842671    53186776    38687555    7441711     46307412    9064008     4101951     0.986352    54108260    54856939    53076193    2594195     53304627    2609538     504902      0.999197    90551826    90624558    77763166    1768        37226       1795        767         
40      0.994729    106352215   106915742   60627315    1416784     60816349    1432716     358561      0.999642    86225383    86256245    72336671    75604       72341233    82795       19109       0.724863    43204787    59604085    42624071    8331548     52351674    10347595    4655648     0.982508    61503909    62598860    59945984    3829463     60444824    3908552     517022      0.999067    102303619   102399180   89636515    2609        51370       2655        1135        
48      0.994074    113472729   114149118   63782496    1806969     64115069    1837376     313409      0.999616    96029308    96066227    81294246    102285      81300354    111151      21945       0.685249    44396937    64789501    45231853    9387687     57723436    11837932    5450736     0.977392    66472972    68010553    64527644    5182244     65159185    5379540     708744      0.998892    117334088   117464252   103680036   3673        73524       3754        1615        
56      0.993829    124320836   125092776   70352815    2378564     70725996    2414919     362404      0.999556    105241635   105288407   90406629    135052      90414609    146604      27240       0.655604    46613307    71099817    49551811    10983648    64456631    14007998    6557340     0.974488    73984359    75921265    72250405    6732686     72877162    7061932     980903      0.996815    126889465   127294940   111338366   4653        101024      4848        1859        
64      0.993600    129552515   130387005   73425928    2977319     73870640    3022857     344240      0.999561    108073824   108121272   91815006    276887      91824222    288682      26437       0.587541    42843118    72919383    47527389    11040688    67294423    14554783    6795136     0.971047    79166460    81526954    77045515    8163983     77780694    8548780     1240518     0.993725    133748010   134592560   118668691   5455        131607      5870        2043        
72      0.993406    139264898   140189363   79616197    3558497     80000814    3605513     492832      0.999503    117611960   117670401   101269222   256866      101280896   271446      32187       0.590405    41629081    70509424    45536135    10412699    64539465    14050063    6239649     0.969611    81462208    84015313    78965562    8744216     79862509    9254549     1145825     0.988930    139879900   141445652   126182693   6334        172903      7178        2201        
80      0.993152    151497596   152542264   86551645    4496948     87042752    4553331     497178      0.999463    122768614   122834588   106066176   430581      106079339   446846      36546       0.550156    42424271    77113206    47941255    11284629    71341893    15727926    6845000     0.969997    48344073    49839411    44797837    4424398     45183098    4690485     843990      0.985556    145217608   147345878   131803142   6716        203379      7883        2202        
88      0.992896    139309918   140306690   79798209    4580839     80295967    4640687     439166      0.999416    127593953   127668518   110874264   459008      110889203   477162      41472       0.484852    35753750    73741508    41187157    9624885     68722397    14229459    5847944     0.966802    67556101    69875833    63225714    6855389     63793670    7317616     1289549     0.982053    149189793   151916288   136466086   7523        240089      9227        2339        
96      0.995706    42677645    42861676    24051817    674329      24142257    694178      73742       0.999416    130930184   131006676   113841945   503221      113858216   521688      41754       0.508331    38875749    76477276    44361517    10540799    70930344    15245736    6327763     0.969167    43043520    44412904    39740313    4135696     40087359    4386088     771946      0.977967    153715796   157178930   141003323   8420        277740      10660       2543        
