### params -i65536 -r131072 -u60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999939    17086993    17088039    730         0           1776        0           0           0.999895    14644829    14646363    1590        1534        1590        1534        1534        1.000000    15792761    15792761    91          0           91          0           0           0.999690    11053374    11056803    3523        0           6952        0           0           1.000000    16960170    16960171    59          0           0           0           0           
8       0.997133    40485044    40601460    18898254    206830      18911582    208446      101472      0.999895    35699556    35703311    22466678    5878        22467273    6821        2217        0.928149    25337155    27298582    15201802    820011      16479810    1188867     314563      0.992646    23002802    23173230    19620857    504348      19655999    507096      132538      0.999999    105756389   105756516   213043      0           5           0           0           
16      0.996615    85284791    85574438    36001165    508006      36061083    510851      226884      0.999816    71804599    71817850    41535263    18985       41537428    22942       7129        0.854778    41200717    48200490    28089847    3004382     32438196    4270547     1385259     0.989734    44378886    44839216    38551140    1421240     38636512    1425541     370657      0.999785    102954239   102976421   46927797    644         6502        672         224         
24      0.995685    123304190   123838506   52216311    970597      52354207    976456      390561      0.999740    106843074   106870814   60194030    41100       60199014    49598       14258       0.794476    56625812    71274445    38951810    5745969     48319778    8294593     2732041     0.988317    66287491    67071104    54960293    2428144     55107871    2434454     629725      0.999587    130836357   130890404   77247137    2097        21786       2158        781         
32      0.995137    156074417   156837140   67211096    1550730     67412173    1560942     551434      0.999673    128480955   128522987   73258537    61098       73266711    74074       20882       0.743632    64549295    86802727    45864050    7958246     60501115    11591352    3983261     0.982461    82410239    83881400    67026294    3679112     67646658    3723145     806764      0.999469    153036883   153118231   95767412    4087        38906       4212        1522        
40      0.994126    173356545   174380849   76939210    2166049     77366687    2190910     571966      0.999613    149578679   149636625   92159512    81813       92171717    100874      26680       0.703920    69845916    99224216    52244306    9500261     72012288    14197211    4913368     0.977110    90316594    92432366    74201415    5304373     75324270    5436071     861219      0.999304    173856539   173977619   115459075   6671        62725       6839        2456        
48      0.993943    202702592   203937808   97622199    3255138     97896218    3273158     943177      0.999603    160926374   160990358   93696439    157765      93712266    178855      27067       0.681261    73941014    108535580   54371641    10089165    78361331    15504172    5189869     0.975311    103745616   106371871   92935574    8168020     93801557    8321691     1606601     0.999182    192290511   192447957   130131338   9058        84375       9241        3494        
56      0.993531    200786623   202094046   93217877    3747247     93786138    3789399     697010      0.999477    182308914   182404256   117539456   144183      117560330   175026      43625       0.632509    73279524    115855346   62308030    11807681    91863649    18564472    6263412     0.973188    113317011   116439031   104807930   11073378    105514394   11202349    2286585     0.996478    197836665   198535870   135537633   10385       103994      10875       3829        
64      0.993120    213440878   214919534   99140864    4591443     99875110    4649943     685910      0.999433    197349048   197461048   127933593   155379      127959648   190852      50472       0.595648    70876229    118990136   59151929    11366111    94051069    18529927    6050951     0.969351    115378665   119026728   105127095   12259239    106093573   12495992    2444832     0.992212    199038905   200601173   141761456   11116       131076      12134       3965        
72      0.993110    173398902   174601953   82232730    4032450     82707826    4077486     682919      0.999443    200656338   200768148   126266529   302043      126296526   338832      45024       0.566361    60634126    107059190   50723723    9056365     85171149    16202770    4831233     0.968329    103577261   106964961   85227057    10024757    86129831    10331039    2178644     0.986699    202679744   205411957   147312974   11623       151643      13239       4159        
80      0.992657    183296776   184652721   87749564    4946436     88316786    5011605     723554      0.999341    212834076   212974418   140703339   409883      140737611   455967      59986       0.496959    33363080    67134413    28580295    3469710     54779715    9153313     1888310     0.965056    81551351    84504246    66333286    8399464     67165397    8745398     1774850     0.982863    206055763   209648395   151295081   12521       171096      14767       4329        
88      0.992612    201147662   202644845   96486929    6109422     97187347    6178730     727457      0.999340    201996089   202129579   131890308   457222      131924181   501033      55806       0.479197    30364719    63365812    26568306    2924295     51586594    9226300     1680800     0.984041    32446866    32973094    23618565    1739634     23766250    1772024     346153      0.977705    206828576   211545017   155905808   12951       199393      16063       4306        
96      0.996444    25771960    25863925    11867388    229392      11910852    240608      37285       0.999299    211936864   212085451   139985700   563286      140024274   611449      61850       0.477835    28838714    60352886    25620430    2733074     48813219    9371942     1682515     0.988473    11961187    12100671    8498807     488855      8546812     500856      79478       0.972976    208280763   214065635   158903436   13581       225321      17584       4498        
