### params -i8192 -r16384 -u20 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ll_harris_cas_0                                                                      lpdquadtsx-ll_harris_tsx_0                                                                      lpdquadtsx-ll_lazy_0                                                                            
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    15025       15025       0           0           0           0           0           1.000000    2645        2645        0           0           0           0           0           0.996077    16249       16313       0           0           64          0           0           
8       0.994664    48838       49100       30793       114         31025       115         29          0.982920    13351       13583       13583       302         13583       302         232         0.992679    54234       54634       30996       541         31077       569         291         
16      0.993764    76338       76817       68486       906         68609       906         356         0.982398    22380       22781       22781       695         22781       695         401         0.986395    82724       83865       50440       1553        50746       1615        773         
24      0.992100    101976      102788      94349       1685        94577       1687        582         0.980234    30698       31317       31317       1307        31317       1307        619         0.986176    101229      102648      63178       2446        63357       2505        1181        
32      0.992287    119009      119934      111578      2433        111723      2438        775         0.974796    37709       38684       38684       1979        38684       1979        975         0.980882    131859      134429      84339       4063        84820       4152        2000        
40      0.992431    137668      138718      130397      3013        130488      3016        956         0.971935    42839       44076       44072       2453        44072       2453        1237        0.980329    149506      152506      96714       5458        97059       5556        2557        
48      0.990281    162407      164001      155759      4391        155782      4401        1561        0.964341    48840       50646       50644       3496        50644       3496        1806        0.978198    159864      163427      104163      6838        104403      6937        3224        
56      0.989593    180952      182855      174547      4844        174632      4853        1809        0.961345    52649       54766       54764       3734        54764       3734        2117        0.975689    171208      175474      112322      7765        112597      7843        3913        
64      0.988452    189858      192076      183820      5758        183854      5763        2179        0.959029    56483       58896       58895       4304        58895       4304        2413        0.974040    187116      192103      123661      9221        123870      9326        4673        
72      0.989259    184934      186942      178632      5156        178721      5162        1913        0.955416    60003       62803       62802       4890        62802       4890        2800        0.968519    210831      217684      141212      12597       141448      12709       6505        
80      0.987751    205550      208099      199727      6206        199883      6212        2387        0.957046    57217       59785       59784       4488        59784       4489        2567        0.968607    218784      225875      146688      12378       147054      12473       6630        
88      0.988295    197413      199751      191487      5721        191523      5729        2294        0.949384    66886       70452       70452       5943        70452       5944        3565        0.964521    220337      228442      148826      14392       149064      14470       7789        
96      0.987789    218323      221022      212765      6712        212787      6724        2665        0.946413    69391       73320       73320       6522        73320       6522        3929        0.962646    234054      243136      159057      16179       159297      16275       8746        
