### params -i8192 -r16384 -u40 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999960    14931425    14932024    416         0           1015        0           0           0.999986    13519609    13519800    234         191         234         191         191         1.000000    15178602    15178603    119         1           119         1           1           0.999848    10790813    10792456    2286        0           3929        0           0           1.000000    13870807    13870807    45          0           0           0           0           
8       0.996152    39964852    40119238    21333239    272265      21353839    274499      131552      0.999420    33897615    33917290    24567776    25713       24571535    32425       9204        0.932842    22205128    23803732    16318384    761750      17292087    1053248     333403      0.986911    22903472    23207242    21313764    734617      21360814    737623      253714      0.999997    84120724    84120956    174468      0           9           0           0           
16      0.994794    78405840    78816146    39165485    729594      39228056    733312      344017      0.998710    66732848    66819025    46350847    119552      46365478    145946      45152       0.863857    40764584    47189031    29601551    3486920     33340873    4574172     1597873     0.979701    43663053    44567735    39061362    1990670     39197431    1996153     763130      0.998581    96307789    96444698    48518114    4387        54248       4485        1556        
24      0.993258    111764894   112523519   57281155    1442893     57374940    1448703     659030      0.997961    93859367    94051156    68646898    247634      68678724    305666      101931      0.795980    46958502    58994582    39995338    5517436     47178172    7565448     2805234     0.971074    60167055    61959317    57429556    4191838     57631676    4202362     1579618     0.997177    120552451   120893671   78604171    16175       176678      16519       6097        
32      0.991973    142931621   144088156   73820420    2299201     73954608    2307594     1013954     0.997585    118546566   118833504   83171094    375346      83225160    466224      141994      0.735862    55985150    76081015    48322444    8520420     60730884    11680210    4527635     0.963342    74320430    77148558    70742769    6369512     71135831    6402251     2402327     0.995149    139193700   139872179   106848548   31518       395070      32091       13113       
40      0.990902    167491073   169028848   85778639    3131970     86107058    3154084     1187242     0.997146    136282305   136672436   96323750    496657      96402813    620958      186767      0.691288    52322580    75688559    43759928    8260015     59593853    11314177    4477892     0.955204    81299295    85111984    79193792    8971342     79740146    9050752     3186925     0.994378    163046583   163968344   125038992   47210       558022      48032       19774       
48      0.989716    181417931   183303067   92431289    3965584     92943601    4002567     1335841     0.996789    151258881   151746163   107285614   603089      107390807   756138      229040      0.672795    62881974    93463828    57193605    10711327    77230333    15377376    5879077     0.942512    89795152    95272121    89823348    11986242    90361453    12080621    4844485     0.992835    176999168   178276575   141990228   65670       788562      66832       28093       
56      0.988297    208456309   210924726   110142172   5599838     110549166   5633038     2028223     0.996270    165416122   166035373   121471106   748166      121606258   946252      286013      0.625979    63792916    101909063   62208161    12141186    87752777    17939488    6773229     0.938764    97733762    104108969   97829689    15535360    98504267    15670949    5565040     0.989328    188604565   190639099   148083065   78572       979423      83399       31811       
64      0.987941    211439703   214020548   110373683   6258137     111073919   6319919     1818827     0.995459    187368189   188222890   141474743   984372      141650353   1245110     418353      0.587694    61587866    104795890   60157769    12250844    90083923    18549007    6983707     0.930556    96013896    103179077   96053836    16217626    96842483    16573338    6020822     0.984861    193845191   196824927   153672126   88753       1194159     98540       35711       
72      0.987050    186640534   189089254   96810904    6140466     97624934    6215942     1559214     0.995521    191225495   192085928   141688839   1002783     141894988   1270315     386752      0.559229    57758488    103282305   54635802    10821638    87885268    17049195    6046794     0.926611    102721117   110856786   103405859   19410168    104405155   19765307    6781234     0.977843    197572535   202049275   163981410   103993      1603876     123179      41301       
80      0.985976    218440400   221547389   115769964   8241675     116555105   8318423     2245100     0.994891    198574415   199594142   150207708   1312158     150433338   1619136     487119      0.506725    32595801    64326454    31658592    4216227     55373220    9828889     2403363     0.916028    93786971    102384362   95111159    18719933    95925482    19205958    7297043     0.973866    201195644   206594731   167295779   112697      1778959     137794      43750       
88      0.985358    189520305   192336413   100646004   7775926     101404171   7862697     1971170     0.994562    211790045   212948124   161816451   1468431     162086588   1820752     535621      0.497183    28831135    57989027    28357614    3005834     49798199    8944009     1779132     0.911987    89302016    97920221    87667244    18326509    88445159    18815780    7351019     0.968489    203069660   209676863   170652219   123425      2034048     157067      47195       
96      0.984795    199054565   202127871   105918937   8986545     106812709   9085108     2080971     0.994549    201093838   202196015   153419196   1515310     153682827   1846657     507199      0.481672    28588849    59353312    28407805    3163532     51120186    9301505     1914109     0.925385    43073868    46546962    40443761    7436157     40779006    7661741     2912265     0.963362    206379101   214227965   174812441   136174      2338973     181761      51463       
