### params -i64 -r128 -u60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ll_harris_cas_0_stats                                                                lpdquadtsx-ll_harris_tsx_0_stats                                                                lpdquadtsx-ll_lazy_0_stats                                                                      lpdquadtsx-ll_pugh_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    7833534     7833535     19          1           19          1           1           1.000000    2567042     2567042     4           0           4           0           0           0.999992    10264485    10264569    0           0           84          0           0           0.999993    10692849    10692927    0           0           78          0           0           
8       0.853773    8390304     9827320     9216890     1410579     9460447     1615856     988182      0.684726    1974824     2884109     2847690     984282      2854072     1014981     872204      0.750366    5898263     7860514     5847553     2304961     5869968     2310427     1934370     0.752151    5779887     7684477     5749976     2224127     5770531     2229381     1878781     
16      0.772237    9898590     12818071    11821634    2792411     12297944    3227798     2007784     0.598799    2415039     4033135     3957016     1773092     3974132     1844937     1529135     0.708766    7063965     9966571     7500148     3398582     7549016     3409257     2843063     0.708058    6872988     9706810     7384404     3316775     7430305     3327326     2777370     
24      0.733490    11558480    15758197    14355698    3760583     15123283    4461396     2731319     0.556179    2588758     4654542     4567696     2207193     4594885     2314375     1931413     0.689233    8468121     12286296    9210746     4512010     9293556     4530391     3716984     0.689793    8464194     12270624    9291256     4530845     9368211     4549985     3710335     
32      0.710313    12655395    17816639    16025514    4392660     17066890    5294559     3217969     0.526140    2797871     5317732     5207641     2668209     5246346     2814733     2334632     0.670406    9402381     14024916    10499706    5423561     10619143    5450494     4476165     0.667594    9186503     13760621    10489184    5394144     10600502    5420489     4436455     
40      0.690314    13683446    19822068    17631863    4993064     18970663    6126029     3666857     0.498916    3039240     6091691     5949852     3203529     6003641     3399898     2802293     0.657997    10075129    15311811    11470209    6130879     11624750    6164789     5048231     0.656876    10034347    15275853    11642872    6174246     11790288    6208900     5059436     
48      0.682411    14456519    21184487    18751890    5094892     20379382    6450337     3745031     0.478218    3099176     6480674     6315755     3520318     6382104     3749257     3086210     0.648155    10524419    16237508    12164228    6625874     12352593    6666118     5484480     0.635843    9762345     15353385    11870407    6476385     12042686    6511905     5383241     
56      0.665183    15652801    23531576    20482770    5883982     22462271    7454844     4328412     0.466595    3103572     6651534     6494178     3619308     6566984     3870646     3223818     0.638984    10783924    16876673    12658638    7005751     12874855    7050086     5832197     0.624653    10332301    16540853    12788227    7166594     12998076    7209517     5955780     
64      0.655379    15891410    24247647    20956082    6056137     23160037    7753657     4454762     0.449344    3139287     6986382     6803632     3925903     6888559     4204134     3483937     0.629602    11552065    18348213    13662431    7819122     13929791    7876263     6471647     0.615034    10563007    17174660    13207071    7636222     13449832    7688457     6316657     
72      0.648240    16339662    25206194    21707134    6160012     24155850    7999178     4578650     0.444365    3416687     7688912     7472825     4316205     7577044     4652315     3831896     0.624154    10146787    16256860    12089504    6979688     12342188    7031408     5805669     0.605897    9598532     15841842    12225022    7163300     12465464    7212507     5953661     
80      0.639843    16376720    25594898    21934905    6355678     24522695    8278344     4707722     0.430827    3251398     7546872     7349440     4280758     7454733     4619201     3851738     0.620687    10936616    17620167    13069074    7601308     13362353    7660533     6331047     0.597729    10716735    17929080    13853900    8248262     14149311    8307566     6857630     
88      0.634105    17681464    27884108    23631508    6500617     26771842    8758121     4804806     0.425127    3248623     7641539     7437346     4366864     7547425     4716253     3933448     0.615801    10995535    17855662    13182966    7778327     13504865    7842514     6474041     0.591518    8607059     14550804    11252342    6777559     11504458    6827399     5641789     
96      0.628568    17598365    27997544    23649917    6617888     26864060    8904597     4898327     0.416965    3408697     8175014     7946883     4672408     8077331     5080000     4228277     0.612861    10506699    17143683    12623601    7507828     12947257    7572524     6248632     0.586775    6683060     11389468    8798943     5358572     9007164     5399173     4457586     
