### params -i8192 -r16384 -u80 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ll_harris_cas_0_stats                                                                lpdquadtsx-ll_harris_tsx_0_stats                                                                lpdquadtsx-ll_lazy_0_stats                                                                      lpdquadtsx-ll_pugh_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    39571       39571       0           0           0           0           0           1.000000    10570       10570       0           0           0           0           0           0.998062    42219       42301       1           0           83          0           0           0.999571    41961       41979       0           0           18          0           0           
8       0.998301    168619      168906      160587      834         160587      834         287         0.986907    50803       51477       51475       991         51475       991         674         0.993997    179812      180898      115311      1887        115426      1972        886         0.994425    178373      179373      114237      1995        114323      2037        872         
16      0.996333    254315      255251      246860      2463        246861      2464        934         0.983933    79061       80352       80344       2401        80344       2401        1291        0.990906    286788      289420      187677      5014        188008      5174        2141        0.992525    274325      276391      178999      4597        179262      4676        1724        
24      0.995430    343094      344669      336203      4726        336204      4729        1571        0.982338    108625      110578      110567      4642        110567      4642        1953        0.989624    369763      373640      244122      8691        244473      8862        3355        0.989410    381098      385177      251986      9066        252324      9182        3625        
32      0.994645    426659      428956      420390      6482        420398      6486        2285        0.975652    141288      144814      144800      6040        144800      6042        3524        0.987097    475157      481368      314433      13729       315053      13963       5357        0.989530    448940      453690      297554      11780       297902      11958       4224        
40      0.994031    523397      526540      517881      8783        517884      8788        3135        0.971499    156353      160940      160387      9757        160387      9757        4587        0.985202    542267      550412      362712      18313       363381      18624       7165        0.986545    533927      541209      356765      17985       357185      18214       6633        
48      0.994246    529786      532852      524097      9143        524108      9146        3052        0.969170    176358      181968      181940      10498       181940      10502       5606        0.982975    623261      634056      419524      25047       419983      25397       9986        0.982743    633378      644500      426803      26534       427411      26758       10290       
56      0.993491    620456      624521      615707      11541       615722      11551       4040        0.962713    197205      204843      204808      13114       204808      13115       7637        0.981256    656888      669436      443791      29685       444285      30054       11685       0.982419    682569      694784      461195      30507       461455      30762       11700       
64      0.992706    666245      671140      662362      13254       662376      13268       4867        0.960040    209813      218546      218512      15526       218513      15529       8729        0.980204    700241      714383      474132      34141       474734      34554       13127       0.980214    740448      755394      502588      37460       502907      37758       14329       
72      0.992579    714807      720151      711300      13996       711313      14011       5316        0.957613    229692      239859      239808      17930       239809      17930       10166       0.976532    786828      805737      536456      44251       537189      44732       17695       0.977746    793485      811545      541221      45409       541698      45758       17234       
80      0.992369    760198      766044      756668      15524       756680      15535       5823        0.956915    236868      247533      247488      18562       247488      18565       10662       0.975925    825035      845388      563721      49407       564278      49872       19331       0.977486    808231      826847      551400      47608       551822      47973       17829       
88      0.991412    812001      819035      810152      17383       810178      17398       6993        0.953099    246926      259077      259031      20556       259031      20563       12144       0.974847    846569      868412      579882      53955       580468      54439       20773       0.975562    855248      876672      585774      54168       586284      54562       20520       
96      0.991421    837618      844866      835907      17955       835929      17977       7204        0.951747    261482      274739      274700      21971       274700      21980       13248       0.974833    833359      854874      570584      54104       571172      54629       20402       0.973427    908872      933683      625249      62766       625771      63193       23862       
