### params -i16384 -r32768 -u10 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_0_stats                                                                       lpdquadtsx-bst_aravind_cas_0_stats                                                              lpdquadtsx-bst_aravind_tsx_0_stats                                                              
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    468393      468393      4           0           4           0           0           1.000000    844808      844808      6           0           6           0           0           1.000000    681838      681838      9           0           9           0           0           
8       0.999653    2846574     2847563     2675174     2222        2675210     2350        825         0.999776    4869951     4871040     3451361     2582        3451529     2719        784         0.999478    3890585     3892618     3661983     3822        3662219     4020        1599        
16      0.999237    5584947     5589209     5216873     10292       5217049     10925       3453        0.999679    9836790     9839945     6839670     8895        6840313     9498        1909        0.999127    7353079     7359506     6899851     12582       6900621     13238       5001        
24      0.998886    8126183     8135249     7636830     19546       7637182     20955       7305        0.999470    14711404    14719202    10109129    23530       10110623    24860       4974        0.998784    11038183    11051620    10136890    30691       10138674    32164       10180       
32      0.998544    10200260    10215136    9502779     35434       9503394     37653       12042       0.999307    18714076    18727058    13074720    32193       13077206    34607       8082        0.998406    13403901    13425298    12374060    46649       12376977    49060       16069       
40      0.998390    12030255    12049649    11143453    45873       11144448    48879       15393       0.999209    22521366    22539205    15716425    39778       15720233    43234       10575       0.998206    16764934    16795071    15612440    58235       15616704    61960       22148       
48      0.998117    14218004    14244825    12908690    82855       12910176    87070       21120       0.999003    26743861    26770540    18687376    60753       18692772    65549       16487       0.998177    19648006    19683881    18013770    75783       18019746    80734       24948       
56      0.997740    15502935    15538045    14466977    82693       14468654    87860       28266       0.998995    29339435    29368958    20572803    59974       20579439    65792       17069       0.997741    21786372    21835704    20203780    93726       20211701    100145      34992       
64      0.997418    17298702    17343490    16235180    97201       16237364    104046      35759       0.998906    32928065    32964117    23030800    79609       23039270    86972       20219       0.997521    24812700    24874376    23054654    120282      23064750    128532      43330       
72      0.997193    19240565    19294724    18127239    119205      18129973    127777      42853       0.998758    36255843    36300916    25387154    111272      25398059    120469      24971       0.997176    27351876    27429338    25589113    148210      25601852    159281      53652       
80      0.996952    20788710    20852258    19573006    157918      19576104    168192      50176       0.998740    34844120    34888062    24373581    110371      24384341    119447      24106       0.996914    29275726    29366349    27406356    175197      27421216    187822      63138       
88      0.996692    22283257    22357216    20953478    175273      20957290    187058      58362       0.998547    40790267    40849616    28729786    132464      28744189    144581      32829       0.996618    32398086    32508016    30413713    204724      30431739    220069      76559       
96      0.996483    23357682    23440113    21947651    223307      21951997    236553      64839       0.998523    40635568    40695656    28639707    151004      28654683    163551      32565       0.996377    33242593    33363453    31185696    255141      31205947    271731      84019       
