### params -i65536 -r131072 -u60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-bst_tk_0_stats                                                                       lpdquadtsx-bst_aravind_cas_0_stats                                                              lpdquadtsx-bst_aravind_tsx_0_stats                                                              
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       1.000000    1955373     1955373     13          0           13          0           0           1.000000    3636302     3636303     22          1           22          1           1           1.000000    2555007     2555007     14          0           14          0           0           
8       0.999893    7806359     7807198     5842429     2019        5842531     2251        505         0.999940    14383023    14383887    7921550     1643        7921903     1884        270         0.999866    11200327    11201830    8021412     2533        8021795     2847        806         
16      0.999804    14997426    15000369    11060652    5017        11061076    6027        1509        0.999871    28592041    28595724    14540637    4771        14542099    5816        1176        0.999709    21662131    21668446    15552512    8749        15554189    10100       3287        
24      0.999665    23848761    23856749    15095944    21276       15096992    23679       4537        0.999805    42706943    42715279    20831116    14016       20834307    16635       2526        0.999563    32943411    32957819    22770548    20464       22774393    23477       7550        
32      0.999572    30105443    30118332    19943507    28872       19945356    33268       6644        0.999745    55300333    55314453    26328339    19607       26334001    24317       3748        0.999438    43571774    43596270    29399338    32975       29406288    38427       12094       
40      0.999448    36615890    36636105    23767171    72704       23769797    79619       10674       0.999667    65276806    65298550    32620079    32877       32628702    40040       5958        0.999371    48463158    48493668    31752720    45199       31762591    52704       13134       
48      0.999340    41421142    41448492    25870916    147724      25874713    156629      14648       0.999599    79966416    79998471    38026706    83798       38039122    93560       9877        0.999255    61262965    61308609    36780023    106084      36795792    117696      18263       
56      0.999243    45896542    45931296    30275580    163037      30280544    174801      18026       0.999528    88966031    89008038    42985213    113014      43001685    126352      12197       0.999110    65130355    65188389    42995147    124122      43014440    139160      23703       
64      0.999131    50828226    50872429    34265911    237225      34272171    252505      22663       0.999485    93639264    93687503    46083797    153061      46103155    169070      12872       0.999022    69361415    69429349    44934092    195969      44957277    213701      27017       
72      0.999069    52645001    52694046    36707871    216078      36715223    233337      24434       0.999408    102679824   102740604   50282150    246996      50306413    266448      17065       0.998876    79974889    80064911    53575360    225868      53605672    248835      36743       
80      0.998958    56849911    56909204    39846290    267468      39855290    288191      29570       0.999359    108132405   108201753   54571006    254225      54599104    277009      18466       0.998794    82229984    82329259    55341603    280398      55375321    306422      39533       
88      0.998873    60002793    60070499    42084074    332939      42094516    356403      33800       0.999293    117313329   117396349   59829445    284687      59862899    311692      22561       0.998688    84795745    84907135    57427091    302858      57465547    331983      43809       
96      0.998767    67034736    67117496    47483541    440704      47496712    469301      40992       0.999347    110155627   110227587   55929463    185619      55959663    208678      18701       0.998694    81328090    81434470    54895582    261557      54932648    289233      41638       
