### params -i512 -r1024 -u60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999961    28630086    28631217    0           0           1131        0           0           1.000000    27480054    27480066    73          12          73          12          12          1.000000    22132842    22132842    43          0           43          0           0           0.999911    17638682    17640246    11          0           1575        0           0           1.000000    22264648    22264648    65          0           0           0           0           
8       0.984785    48816579    49570820    22093048    1209574     22123870    1213216     719777      0.990675    42570719    42971411    27164061    368963      27256847    522448      154421      0.932504    26253453    28153712    15421353    833074      16546228    1281221     327237      0.741526    10813798    14583160    13892740    6393336     13932540    6399784     3723114     0.996566    87025636    87325473    4155747     10658       37285       10842       5776        
16      0.971265    88261411    90872649    41785190    4225322     41865749    4236366     2519635     0.978518    76956539    78646048    51913895    1624358     52247758    2212240     767764      0.857623    42218609    49227481    28148508    3015657     32258259    4523053     1391725     0.457522    7809367     17068853    16588718    12187593    16624253    12198595    9212949     0.947624    61141599    64520956    22884516    154768      1017299     159575      57669       
24      0.958413    122178186   127479741   58778396    8573784     58928772    8596227     5128736     0.968361    117184073   121012789   73300942    3851118     74031691    5180555     1768530     0.801052    55838570    69706523    37294575    5293959     45820352    8069503     2566632     0.308031    5896463     19142454    18678693    15742736    18717005    15759046    13191369    0.922384    47138737    51105336    28340510    203973      1255750     209873      76441       
32      0.948535    141725158   149414749   72260995    12372068    72524232    12414395    7384027     0.958096    137390477   143399538   92691005    5583650     93900743    7609426     2773547     0.730975    60805689    83184382    46367275    7573371     60557175    11838203    3923961     0.204887    3941068     19235306    19045564    17153836    19070462    17167797    15255379    0.895917    55539058    61991266    41661760    445531      2768493     455879      201465      
40      0.940511    155632489   165476441   81537467    15734418    82007884    15813619    9294334     0.950285    159569703   167917769   107333258   7547670     109085944   10299316    3843734     0.686572    67606713    98469960    53774334    9596096     73925558    15285735    5022384     0.144033    2801682     19451726    19337337    18045630    19358711    18061770    16612530    0.883425    63614484    72008960    51673735    626682      3949800     640328      302641      
48      0.925485    168163901   181703557   94239189    21004892    94681373    21094892    13007472    0.945528    174141466   184173798   117982219   8719017     120341595   12039529    4352444     0.659785    70688299    107138325   56730313    10148292    81391509    16590860    5346262     0.126840    2649355     20887330    20746079    19541617    20777380    19568819    18179472    0.871368    66907215    76784084    57217746    745269      4762541     760433      361551      
56      0.916154    167252172   182558962   96696742    23505265    97245312    23623029    14640456    0.938031    183988788   196143610   129595140   10523333    132356044   14724297    5192954     0.619831    72269302    116595132   60786468    11348194    91408297    18925487    6126708     0.107198    2312722     21574305    21429419    20387210    21468383    20422248    19187581    0.869818    66681424    76661325    56265421    760939      4720257     782602      346624      
64      0.905680    174611190   192795682   103871703   27427606    104457573   27562687    17463541    0.933879    193032134   206699362   135555399   11510773    138899851   16152192    5681357     0.555596    66675693    120007591   60813390    11798905    98950070    20494653    6499470     0.090243    1851775     20519882    20385821    19550052    20423601    19585889    18594490    0.869175    67718482    77911227    56173561    773259      4723030     799606      333794      
72      0.904068    172574034   190886041   102363824   27992925    103143069   28171627    17354060    0.926558    211145998   227882183   152093522   13572267    156356804   19133557    6911613     0.533104    66342779    124446238   60311738    11599210    102914900   20685008    6414499     0.082291    1690671     20545073    20387875    19618054    20430917    19660850    18768564    0.870448    62103033    71346092    52001360    685615      4188252     707966      284881      
80      0.890626    179946013   202044317   111767847   33146106    112509904   33332187    21170166    0.917692    215228258   234532172   162121219   15605121    166826704   22118995    8084555     0.523287    52910064    101110889   47104449    7749594     83143160    15645948    4265760     0.073021    1421934     19472886    19323651    18670795    19373153    18721211    17951034    0.868971    60227684    69309172    50728231    677167      4049363     699025      271281      
88      0.889619    106541421   119760740   65880128    19955224    66387367    20089227    12578077    0.911533    209959875   230337026   160789963   16484821    165676080   23250795    8725060     0.501300    33417615    66661951    28912178    3373881     53757694    9775979     1996722     0.065808    1441576     21905751    21747629    21066888    21810498    21132328    20335866    0.868763    57790016    66519884    48800266    647117      3813089     667143      251661      
96      0.882212    121314800   137512102   77100730    24488470    77727361    24664213    15394928    0.910248    210733081   231511844   160952736   16515288    166189002   23509580    8548205     0.486796    29893119    61407876    25938378    2814834     49261676    9224557     1781736     0.064923    1378949     21239880    21055675    20389050    21125178    20461744    19718734    0.867463    58970717    67980633    49601810    676585      3875560     697489      255886      
