### params -i512 -r1024 -u80 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       lpdquadtsx-ht_lazy_0_stats                                                                      lpdquadtsx-ht_harris_0_stats                                                                    lpdquadtsx-ht_java_0_stats                                                                      lpdquadtsx-ht_copy_0_stats                                                                      lpdquadtsx-ht_clht_0_stats                                                                      
#cores  commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   commit_rate commits     1st_trial   2nd_trial   3rd_trial   1st_abort   2nd_abort   3rd_abort   
1       0.999956    34940784    34942324    0           0           1540        0           0           1.000000    34107696    34107706    85          10          85          10          10          1.000000    27472348    27472348    61          0           61          0           0           0.999884    21423230    21425710    2           0           2482        0           0           1.000000    28126917    28126917    64          0           0           0           0           
8       0.985923    57077837    57892793    22211290    1338967     22248192    1343000     774021      0.990286    48416770    48891684    28036627    364880      28161037    556840      158544      0.927101    29123824    31413867    14703372    853676      16104261    1425090     317740      0.735671    11182718    15200714    14343669    6821397     14379695    6827733     3975634     0.996996    108772781   109100553   4624974     16121       47594       16376       9501        
16      0.973247    97714576    100400571   42356823    4481427     42450925    4492803     2580517     0.978017    88873036    90870619    50769749    1716105     51201016    2454773     827648      0.848037    45717577    53909900    27092817    2996049     32062450    4869763     1348976     0.483567    9066705     18749620    17747478    12974334    17789045    12987346    9628336     0.949355    77481171    81614542    27317558    201583      1256968     208582      76579       
24      0.961913    134526320   139852835   60216833    8847321     60436173    8875094     5079402     0.967097    129532495   133939469   73859370    3748485     74791901    5383273     1839655     0.787225    62947528    79961334    37110043    5714597     47827838    9237269     2773339     0.307464    6189890     20132079    19498934    16625259    19538506    16643760    13884116    0.922211    68687912    74481803    39289694    324766      1880868     335873      127408      
32      0.951636    161370504   169571586   75114004    13255469    75371425    13299508    7899622     0.957556    157862730   164860043   91891777    5766236     93439454    8296255     2919617     0.742551    71393813    96146622    42036938    7359967     58272095    12118393    3759226     0.196242    3725066     18981977    18790565    17102251    18811637    17115845    15222245    0.896398    72908665    81335151    53077144    604920      3635049     621016      275855      
40      0.938492    175461405   186961005   87507891    18152274    87890094    18222567    11047104    0.947750    183001298   193090309   110679070   8146248     112944948   11706973    4262408     0.694049    76900164    110799350   49665466    9096804     72438113    15502941    4720402     0.147501    2895764     19632143    19488080    18214140    19506945    18229526    16702128    0.886085    62182536    70176748    50016194    573725      3704981     587073      270594      
48      0.926025    184907439   199678764   99006989    23015351    99459898    23109047    14224720    0.942625    200687529   212902822   119633572   9540972     122587528   13901112    4901197     0.644518    77963600    120964136   55628084    10432890    85267594    18238471    5555445     0.143977    3101966     21544908    21213933    19883611    21245293    19909488    18385705    0.873945    71092912    81347124    59572285    766266      4903144     784349      367821      
56      0.920065    195231923   212193681   105388855   26129778    106005316   26257752    16217323    0.934493    206709699   221199792   129991591   11116335    133458604   16406902    5732513     0.593882    77523194    130536255   60608966    11502160    98177592    20766428    6180167     0.126989    2773106     21837343    21602752    20377040    21642689    20416995    18984345    0.872854    75052244    85984857    61927990    806973      5124225     833879      362983      
64      0.907434    189590900   208930816   108922796   29729965    109495368   29868594    18628715    0.927070    222942940   240481246   145630303   13069202    150081816   19221837    6934158     0.554122    69125180    124747149   52825909    9880935     94113951    18855013    5359849     0.101985    2309764     22647969    22400881    21406789    22443926    21448787    20253162    0.873041    72229057    82732744    58863140    772022      4849394     803674      330110      
72      0.908875    208828882   229766461   117179132   32637880    118072858   32837081    19844652    0.926870    225979638   243809394   142602719   12953385    147397882   19387787    6600191     0.529655    46535348    87859784    34827196    5160058     66555265    11897336    2859089     0.091753    2018943     22004152    21807197    20909043    21854590    20961947    19884912    0.872850    79689849    91298478    64121859    856164      5288904     893515      360980      
80      0.898966    171593228   190878503   99596233    29624403    100332240   29811076    18362595    0.913743    240776621   263505897   164860314   16650707    170627895   24730352    8882050     0.515524    35404748    68677255    26023499    2963505     51481188    9040131     1738192     0.081804    1554512     19002811    18805902    18106371    18848763    18155658    17356151    0.871956    73867654    84714914    61055786    781609      4896962     811735      318985      
88      0.891703    150654598   168951440   89459535    27900514    90155151    28082955    17418785    0.909305    247790349   272505182   171099357   17855996    177554868   26602441    9512877     0.511882    35095336    68561345    26087527    2954539     51288345    9428552     1791178     0.070744    1440928     20368334    20189982    19540327    20242098    19596788    18818829    0.870868    75395412    86574981    62015922    818343      5024032     852356      329109      
96      0.887212    155470348   175234734   93789416    30362042    94554118    30568279    18793447    0.910802    242266275   265992189   166738496   17142474    173023486   25471399    9111999     0.446807    29532765    66097381    23402637    2657147     51257911    9658574     1707915     0.061667    1359146     22040039    21874380    21243911    21942190    21318407    20538587    0.869386    76779191    88314255    63559906    849296      5145337     884019      335196      
